######################################################
#             2D Heat Conduction Solver              #
#              Created by J. Mark Epps               #
#          Part of Masters Thesis at UW 2018-2020    #
######################################################

Reading input file...
######################################################
#             2D Heat Conduction Solver              #
#              Created by J. Mark Epps               #
#          Part of Masters Thesis at UW 2018-2020    #
######################################################

Reading input file...
################################
Initializing geometry package...
################################
Initializing geometry package...
################################
Initializing MPI and solver...
################################
Initializing MPI and solver...
################################
Initializing domain...
################################
Initializing domain...
################################
Saving input file to output directory...
################################

Saving data to numpy array files...
################################
Saving input file to output directory...
################################

Saving data to numpy array files...
Solving:
Solving:
Time step 100, Step size=0.0000043ms, Time elapsed=0.000000s;
Time step 100, Step size=0.0000005ms, Time elapsed=0.000000s;
Time step 200, Step size=0.0000043ms, Time elapsed=0.000001s;
Time step 200, Step size=0.0000005ms, Time elapsed=0.000000s;
Time step 300, Step size=0.0000043ms, Time elapsed=0.000001s;
Time step 300, Step size=0.0000005ms, Time elapsed=0.000000s;
Time step 400, Step size=0.0000043ms, Time elapsed=0.000002s;
Time step 400, Step size=0.0000005ms, Time elapsed=0.000000s;
Time step 500, Step size=0.0000043ms, Time elapsed=0.000002s;
Time step 500, Step size=0.0000005ms, Time elapsed=0.000000s;
Time step 600, Step size=0.0000043ms, Time elapsed=0.000003s;
Time step 600, Step size=0.0000005ms, Time elapsed=0.000000s;
Time step 700, Step size=0.0000043ms, Time elapsed=0.000003s;
Time step 700, Step size=0.0000005ms, Time elapsed=0.000000s;
Time step 800, Step size=0.0000043ms, Time elapsed=0.000003s;
Time step 800, Step size=0.0000005ms, Time elapsed=0.000000s;
Time step 900, Step size=0.0000043ms, Time elapsed=0.000004s;
Time step 900, Step size=0.0000005ms, Time elapsed=0.000000s;
Time step 1000, Step size=0.0000043ms, Time elapsed=0.000004s;
Time step 1000, Step size=0.0000005ms, Time elapsed=0.000000s;
Time step 1100, Step size=0.0000043ms, Time elapsed=0.000005s;
Time step 1100, Step size=0.0000005ms, Time elapsed=0.000001s;
Time step 1200, Step size=0.0000043ms, Time elapsed=0.000005s;
Time step 1200, Step size=0.0000005ms, Time elapsed=0.000001s;
Time step 1300, Step size=0.0000043ms, Time elapsed=0.000006s;
Time step 1300, Step size=0.0000005ms, Time elapsed=0.000001s;
Time step 1400, Step size=0.0000043ms, Time elapsed=0.000006s;
Time step 1400, Step size=0.0000005ms, Time elapsed=0.000001s;
Time step 1500, Step size=0.0000043ms, Time elapsed=0.000006s;
Time step 1500, Step size=0.0000005ms, Time elapsed=0.000001s;
