######################################################
#             2D Heat Conduction Solver              #
#              Created by J. Mark Epps               #
#          Part of Masters Thesis at UW 2018-2020    #
######################################################

Reading input file...
######################################################
#             2D Heat Conduction Solver              #
#              Created by J. Mark Epps               #
#          Part of Masters Thesis at UW 2018-2020    #
######################################################

Reading input file...
################################
Initializing geometry package...
################################
Initializing geometry package...
################################
Initializing MPI and solver...
################################
Initializing MPI and solver...
################################
Initializing domain...
################################
Initializing domain...
################################
Saving input file to output directory...
################################
Saving input file to output directory...
################################

Saving data to numpy array files...
################################

Saving data to numpy array files...
Solving:
Solving:
Time step 100, Step size=0.0000043ms, Time elapsed=0.000000s;
Time step 525600, Step size=0.0000033ms, Time elapsed=0.001746s;
Time step 490700, Step size=0.0000043ms, Time elapsed=0.002096s;
Time step 525700, Step size=0.0000033ms, Time elapsed=0.001747s;
Time step 490800, Step size=0.0000043ms, Time elapsed=0.002096s;
Time step 525800, Step size=0.0000033ms, Time elapsed=0.001747s;
Time step 490900, Step size=0.0000043ms, Time elapsed=0.002097s;
Time step 525900, Step size=0.0000033ms, Time elapsed=0.001747s;
Time step 491000, Step size=0.0000043ms, Time elapsed=0.002097s;
Time step 526000, Step size=0.0000033ms, Time elapsed=0.001748s;
Time step 491100, Step size=0.0000043ms, Time elapsed=0.002098s;
Time step 526100, Step size=0.0000033ms, Time elapsed=0.001748s;
Time step 491200, Step size=0.0000043ms, Time elapsed=0.002098s;
Time step 526200, Step size=0.0000033ms, Time elapsed=0.001748s;
Time step 491300, Step size=0.0000043ms, Time elapsed=0.002099s;
Time step 526300, Step size=0.0000033ms, Time elapsed=0.001749s;
Time step 491400, Step size=0.0000043ms, Time elapsed=0.002099s;
Time step 526400, Step size=0.0000033ms, Time elapsed=0.001749s;
Time step 491500, Step size=0.0000043ms, Time elapsed=0.002099s;
Time step 526500, Step size=0.0000033ms, Time elapsed=0.001749s;
Time step 491600, Step size=0.0000043ms, Time elapsed=0.002100s;
Time step 526600, Step size=0.0000033ms, Time elapsed=0.001750s;
Time step 491700, Step size=0.0000043ms, Time elapsed=0.002100s;
Time step 526700, Step size=0.0000033ms, Time elapsed=0.001750s;
Time step 491800, Step size=0.0000043ms, Time elapsed=0.002101s;
Time step 526800, Step size=0.0000033ms, Time elapsed=0.001750s;
Time step 491900, Step size=0.0000043ms, Time elapsed=0.002101s;
Time step 526900, Step size=0.0000033ms, Time elapsed=0.001751s;
Time step 492000, Step size=0.0000043ms, Time elapsed=0.002102s;
Time step 527000, Step size=0.0000033ms, Time elapsed=0.001751s;
Time step 492100, Step size=0.0000043ms, Time elapsed=0.002102s;
Time step 527100, Step size=0.0000033ms, Time elapsed=0.001751s;
Time step 492200, Step size=0.0000043ms, Time elapsed=0.002102s;
Time step 527200, Step size=0.0000033ms, Time elapsed=0.001752s;
Time step 492300, Step size=0.0000043ms, Time elapsed=0.002103s;
Time step 527300, Step size=0.0000033ms, Time elapsed=0.001752s;
Time step 492400, Step size=0.0000043ms, Time elapsed=0.002103s;
Time step 527400, Step size=0.0000033ms, Time elapsed=0.001752s;
Time step 492500, Step size=0.0000043ms, Time elapsed=0.002104s;
Time step 527500, Step size=0.0000033ms, Time elapsed=0.001753s;
Time step 492600, Step size=0.0000043ms, Time elapsed=0.002104s;
Time step 527600, Step size=0.0000033ms, Time elapsed=0.001753s;
Time step 492700, Step size=0.0000043ms, Time elapsed=0.002105s;
Time step 527700, Step size=0.0000033ms, Time elapsed=0.001753s;
Time step 492800, Step size=0.0000043ms, Time elapsed=0.002105s;
Time step 527800, Step size=0.0000033ms, Time elapsed=0.001754s;
Time step 492900, Step size=0.0000043ms, Time elapsed=0.002105s;
Time step 527900, Step size=0.0000033ms, Time elapsed=0.001754s;
Time step 493000, Step size=0.0000043ms, Time elapsed=0.002106s;
Time step 528000, Step size=0.0000033ms, Time elapsed=0.001754s;
Time step 493100, Step size=0.0000043ms, Time elapsed=0.002106s;
Time step 528100, Step size=0.0000033ms, Time elapsed=0.001755s;
Time step 493200, Step size=0.0000043ms, Time elapsed=0.002107s;
Time step 528200, Step size=0.0000033ms, Time elapsed=0.001755s;
Time step 493300, Step size=0.0000043ms, Time elapsed=0.002107s;
Time step 528300, Step size=0.0000033ms, Time elapsed=0.001755s;
Time step 493400, Step size=0.0000043ms, Time elapsed=0.002108s;
Time step 528400, Step size=0.0000033ms, Time elapsed=0.001756s;
Time step 493500, Step size=0.0000043ms, Time elapsed=0.002108s;
Time step 528500, Step size=0.0000033ms, Time elapsed=0.001756s;
Time step 493600, Step size=0.0000043ms, Time elapsed=0.002108s;
Time step 528600, Step size=0.0000033ms, Time elapsed=0.001756s;
Time step 493700, Step size=0.0000043ms, Time elapsed=0.002109s;
Time step 528700, Step size=0.0000033ms, Time elapsed=0.001757s;
Time step 493800, Step size=0.0000043ms, Time elapsed=0.002109s;
Time step 528800, Step size=0.0000033ms, Time elapsed=0.001757s;
Time step 493900, Step size=0.0000043ms, Time elapsed=0.002110s;
Time step 528900, Step size=0.0000033ms, Time elapsed=0.001757s;
Time step 494000, Step size=0.0000043ms, Time elapsed=0.002110s;
Time step 529000, Step size=0.0000033ms, Time elapsed=0.001758s;
Time step 494100, Step size=0.0000043ms, Time elapsed=0.002111s;
Time step 529100, Step size=0.0000033ms, Time elapsed=0.001758s;
Time step 494200, Step size=0.0000043ms, Time elapsed=0.002111s;
Time step 529200, Step size=0.0000033ms, Time elapsed=0.001758s;
Time step 494300, Step size=0.0000043ms, Time elapsed=0.002111s;
Time step 529300, Step size=0.0000033ms, Time elapsed=0.001759s;
Time step 494400, Step size=0.0000043ms, Time elapsed=0.002112s;
Time step 529400, Step size=0.0000033ms, Time elapsed=0.001759s;
Time step 494500, Step size=0.0000043ms, Time elapsed=0.002112s;
Time step 529500, Step size=0.0000033ms, Time elapsed=0.001759s;
Time step 494600, Step size=0.0000043ms, Time elapsed=0.002113s;
Time step 529600, Step size=0.0000033ms, Time elapsed=0.001760s;
Time step 494700, Step size=0.0000043ms, Time elapsed=0.002113s;
Time step 529700, Step size=0.0000033ms, Time elapsed=0.001760s;
Time step 494800, Step size=0.0000043ms, Time elapsed=0.002114s;
Time step 529800, Step size=0.0000033ms, Time elapsed=0.001760s;
Time step 494900, Step size=0.0000043ms, Time elapsed=0.002114s;
Time step 529900, Step size=0.0000033ms, Time elapsed=0.001761s;
Time step 495000, Step size=0.0000043ms, Time elapsed=0.002114s;
Time step 530000, Step size=0.0000033ms, Time elapsed=0.001761s;
Time step 495100, Step size=0.0000043ms, Time elapsed=0.002115s;
Time step 530100, Step size=0.0000033ms, Time elapsed=0.001761s;
Time step 495200, Step size=0.0000043ms, Time elapsed=0.002115s;
Time step 530200, Step size=0.0000033ms, Time elapsed=0.001762s;
Time step 495300, Step size=0.0000043ms, Time elapsed=0.002116s;
Time step 530300, Step size=0.0000033ms, Time elapsed=0.001762s;
Time step 495400, Step size=0.0000043ms, Time elapsed=0.002116s;
Time step 530400, Step size=0.0000033ms, Time elapsed=0.001762s;
Time step 495500, Step size=0.0000043ms, Time elapsed=0.002117s;
Time step 530500, Step size=0.0000033ms, Time elapsed=0.001763s;
Time step 495600, Step size=0.0000043ms, Time elapsed=0.002117s;
Time step 530600, Step size=0.0000033ms, Time elapsed=0.001763s;
Time step 495700, Step size=0.0000043ms, Time elapsed=0.002117s;
Time step 530700, Step size=0.0000033ms, Time elapsed=0.001763s;
Time step 495800, Step size=0.0000043ms, Time elapsed=0.002118s;
Time step 530800, Step size=0.0000033ms, Time elapsed=0.001764s;
Time step 495900, Step size=0.0000043ms, Time elapsed=0.002118s;
Time step 530900, Step size=0.0000033ms, Time elapsed=0.001764s;
Time step 496000, Step size=0.0000043ms, Time elapsed=0.002119s;
Time step 531000, Step size=0.0000033ms, Time elapsed=0.001764s;
Time step 496100, Step size=0.0000043ms, Time elapsed=0.002119s;
Time step 531100, Step size=0.0000033ms, Time elapsed=0.001765s;
Time step 496200, Step size=0.0000043ms, Time elapsed=0.002120s;
Time step 531200, Step size=0.0000033ms, Time elapsed=0.001765s;
Time step 496300, Step size=0.0000043ms, Time elapsed=0.002120s;
Time step 531300, Step size=0.0000033ms, Time elapsed=0.001765s;
Time step 496400, Step size=0.0000043ms, Time elapsed=0.002120s;
Time step 531400, Step size=0.0000033ms, Time elapsed=0.001766s;
Time step 496500, Step size=0.0000043ms, Time elapsed=0.002121s;
Time step 531500, Step size=0.0000033ms, Time elapsed=0.001766s;
Time step 496600, Step size=0.0000043ms, Time elapsed=0.002121s;
Time step 531600, Step size=0.0000033ms, Time elapsed=0.001766s;
Time step 496700, Step size=0.0000043ms, Time elapsed=0.002122s;
Time step 531700, Step size=0.0000033ms, Time elapsed=0.001767s;
Time step 496800, Step size=0.0000043ms, Time elapsed=0.002122s;
Time step 531800, Step size=0.0000033ms, Time elapsed=0.001767s;
Time step 496900, Step size=0.0000043ms, Time elapsed=0.002123s;
Time step 531900, Step size=0.0000033ms, Time elapsed=0.001767s;
Time step 497000, Step size=0.0000043ms, Time elapsed=0.002123s;
Time step 532000, Step size=0.0000033ms, Time elapsed=0.001768s;
Time step 497100, Step size=0.0000043ms, Time elapsed=0.002123s;
Time step 532100, Step size=0.0000033ms, Time elapsed=0.001768s;
Time step 497200, Step size=0.0000043ms, Time elapsed=0.002124s;
Time step 532200, Step size=0.0000033ms, Time elapsed=0.001768s;
Time step 497300, Step size=0.0000043ms, Time elapsed=0.002124s;
Time step 532300, Step size=0.0000033ms, Time elapsed=0.001769s;
Time step 497400, Step size=0.0000043ms, Time elapsed=0.002125s;
Time step 532400, Step size=0.0000033ms, Time elapsed=0.001769s;
Time step 497500, Step size=0.0000043ms, Time elapsed=0.002125s;
Time step 532500, Step size=0.0000033ms, Time elapsed=0.001769s;
Time step 497600, Step size=0.0000043ms, Time elapsed=0.002126s;
Time step 532600, Step size=0.0000033ms, Time elapsed=0.001770s;
Time step 497700, Step size=0.0000043ms, Time elapsed=0.002126s;
Time step 532700, Step size=0.0000033ms, Time elapsed=0.001770s;
Time step 497800, Step size=0.0000043ms, Time elapsed=0.002126s;
Time step 532800, Step size=0.0000033ms, Time elapsed=0.001770s;
Time step 497900, Step size=0.0000043ms, Time elapsed=0.002127s;
Time step 532900, Step size=0.0000033ms, Time elapsed=0.001771s;
Time step 498000, Step size=0.0000043ms, Time elapsed=0.002127s;
Time step 533000, Step size=0.0000033ms, Time elapsed=0.001771s;
Time step 498100, Step size=0.0000043ms, Time elapsed=0.002128s;
Time step 533100, Step size=0.0000033ms, Time elapsed=0.001771s;
Time step 498200, Step size=0.0000043ms, Time elapsed=0.002128s;
Time step 533200, Step size=0.0000033ms, Time elapsed=0.001772s;
Time step 498300, Step size=0.0000043ms, Time elapsed=0.002129s;
Time step 533300, Step size=0.0000033ms, Time elapsed=0.001772s;
Time step 498400, Step size=0.0000043ms, Time elapsed=0.002129s;
Time step 533400, Step size=0.0000033ms, Time elapsed=0.001772s;
Time step 498500, Step size=0.0000043ms, Time elapsed=0.002129s;
Time step 533500, Step size=0.0000033ms, Time elapsed=0.001773s;
Time step 498600, Step size=0.0000043ms, Time elapsed=0.002130s;
Time step 533600, Step size=0.0000033ms, Time elapsed=0.001773s;
Time step 498700, Step size=0.0000043ms, Time elapsed=0.002130s;
Time step 533700, Step size=0.0000033ms, Time elapsed=0.001773s;
Time step 498800, Step size=0.0000043ms, Time elapsed=0.002131s;
Time step 533800, Step size=0.0000033ms, Time elapsed=0.001774s;
Time step 498900, Step size=0.0000043ms, Time elapsed=0.002131s;
Time step 533900, Step size=0.0000033ms, Time elapsed=0.001774s;
Time step 499000, Step size=0.0000043ms, Time elapsed=0.002131s;
Time step 534000, Step size=0.0000033ms, Time elapsed=0.001774s;
Time step 499100, Step size=0.0000043ms, Time elapsed=0.002132s;
Time step 534100, Step size=0.0000033ms, Time elapsed=0.001775s;
Time step 499200, Step size=0.0000043ms, Time elapsed=0.002132s;
Time step 534200, Step size=0.0000033ms, Time elapsed=0.001775s;
Time step 499300, Step size=0.0000043ms, Time elapsed=0.002133s;
Time step 534300, Step size=0.0000033ms, Time elapsed=0.001775s;
Time step 499400, Step size=0.0000043ms, Time elapsed=0.002133s;
Time step 534400, Step size=0.0000033ms, Time elapsed=0.001776s;
Time step 499500, Step size=0.0000043ms, Time elapsed=0.002134s;
Time step 534500, Step size=0.0000033ms, Time elapsed=0.001776s;
Time step 499600, Step size=0.0000043ms, Time elapsed=0.002134s;
Time step 534600, Step size=0.0000033ms, Time elapsed=0.001776s;
Time step 499700, Step size=0.0000043ms, Time elapsed=0.002134s;
Time step 534700, Step size=0.0000033ms, Time elapsed=0.001777s;
Time step 499800, Step size=0.0000043ms, Time elapsed=0.002135s;
Time step 534800, Step size=0.0000033ms, Time elapsed=0.001777s;
Time step 499900, Step size=0.0000043ms, Time elapsed=0.002135s;
Time step 534900, Step size=0.0000033ms, Time elapsed=0.001777s;
Time step 500000, Step size=0.0000043ms, Time elapsed=0.002136s;
Time step 535000, Step size=0.0000033ms, Time elapsed=0.001778s;
Time step 500100, Step size=0.0000043ms, Time elapsed=0.002136s;
Time step 535100, Step size=0.0000033ms, Time elapsed=0.001778s;
Time step 500200, Step size=0.0000043ms, Time elapsed=0.002137s;
Time step 535200, Step size=0.0000033ms, Time elapsed=0.001778s;
Time step 500300, Step size=0.0000043ms, Time elapsed=0.002137s;
Time step 535300, Step size=0.0000033ms, Time elapsed=0.001779s;
Time step 500400, Step size=0.0000043ms, Time elapsed=0.002137s;
Time step 535400, Step size=0.0000033ms, Time elapsed=0.001779s;
Time step 500500, Step size=0.0000043ms, Time elapsed=0.002138s;
Time step 535500, Step size=0.0000033ms, Time elapsed=0.001779s;
Time step 500600, Step size=0.0000043ms, Time elapsed=0.002138s;
Time step 535600, Step size=0.0000033ms, Time elapsed=0.001780s;
Time step 500700, Step size=0.0000043ms, Time elapsed=0.002139s;
Time step 535700, Step size=0.0000033ms, Time elapsed=0.001780s;
Time step 500800, Step size=0.0000043ms, Time elapsed=0.002139s;
Time step 535800, Step size=0.0000033ms, Time elapsed=0.001780s;
Time step 500900, Step size=0.0000043ms, Time elapsed=0.002140s;
Time step 535900, Step size=0.0000033ms, Time elapsed=0.001781s;
Time step 501000, Step size=0.0000043ms, Time elapsed=0.002140s;
Time step 536000, Step size=0.0000033ms, Time elapsed=0.001781s;
Time step 501100, Step size=0.0000043ms, Time elapsed=0.002140s;
Time step 536100, Step size=0.0000033ms, Time elapsed=0.001781s;
Time step 501200, Step size=0.0000043ms, Time elapsed=0.002141s;
Time step 536200, Step size=0.0000033ms, Time elapsed=0.001782s;
Time step 501300, Step size=0.0000043ms, Time elapsed=0.002141s;
Time step 536300, Step size=0.0000033ms, Time elapsed=0.001782s;
Time step 501400, Step size=0.0000043ms, Time elapsed=0.002142s;
Time step 536400, Step size=0.0000033ms, Time elapsed=0.001782s;
Time step 501500, Step size=0.0000043ms, Time elapsed=0.002142s;
Time step 536500, Step size=0.0000033ms, Time elapsed=0.001783s;
Time step 501600, Step size=0.0000043ms, Time elapsed=0.002143s;
Time step 536600, Step size=0.0000033ms, Time elapsed=0.001783s;
Time step 501700, Step size=0.0000043ms, Time elapsed=0.002143s;
Time step 536700, Step size=0.0000033ms, Time elapsed=0.001783s;
Time step 501800, Step size=0.0000043ms, Time elapsed=0.002143s;
Time step 536800, Step size=0.0000033ms, Time elapsed=0.001784s;
Time step 501900, Step size=0.0000043ms, Time elapsed=0.002144s;
Time step 536900, Step size=0.0000033ms, Time elapsed=0.001784s;
Time step 502000, Step size=0.0000043ms, Time elapsed=0.002144s;
Time step 537000, Step size=0.0000033ms, Time elapsed=0.001784s;
Time step 502100, Step size=0.0000043ms, Time elapsed=0.002145s;
Time step 537100, Step size=0.0000033ms, Time elapsed=0.001785s;
Time step 502200, Step size=0.0000043ms, Time elapsed=0.002145s;
Time step 537200, Step size=0.0000033ms, Time elapsed=0.001785s;
Time step 502300, Step size=0.0000043ms, Time elapsed=0.002146s;
Time step 537300, Step size=0.0000033ms, Time elapsed=0.001785s;
Time step 502400, Step size=0.0000043ms, Time elapsed=0.002146s;
Time step 537400, Step size=0.0000033ms, Time elapsed=0.001786s;
Time step 502500, Step size=0.0000043ms, Time elapsed=0.002146s;
Time step 537500, Step size=0.0000033ms, Time elapsed=0.001786s;
Time step 502600, Step size=0.0000043ms, Time elapsed=0.002147s;
Time step 537600, Step size=0.0000033ms, Time elapsed=0.001786s;
Time step 502700, Step size=0.0000043ms, Time elapsed=0.002147s;
Time step 537700, Step size=0.0000033ms, Time elapsed=0.001786s;
Time step 502800, Step size=0.0000043ms, Time elapsed=0.002148s;
Time step 537800, Step size=0.0000033ms, Time elapsed=0.001787s;
Time step 502900, Step size=0.0000043ms, Time elapsed=0.002148s;
Time step 537900, Step size=0.0000033ms, Time elapsed=0.001787s;
Time step 503000, Step size=0.0000043ms, Time elapsed=0.002149s;
Time step 538000, Step size=0.0000033ms, Time elapsed=0.001787s;
Time step 503100, Step size=0.0000043ms, Time elapsed=0.002149s;
Time step 538100, Step size=0.0000033ms, Time elapsed=0.001788s;
Time step 503200, Step size=0.0000043ms, Time elapsed=0.002149s;
Time step 538200, Step size=0.0000033ms, Time elapsed=0.001788s;
Time step 503300, Step size=0.0000043ms, Time elapsed=0.002150s;
Time step 538300, Step size=0.0000033ms, Time elapsed=0.001788s;
Time step 503400, Step size=0.0000043ms, Time elapsed=0.002150s;
Time step 538400, Step size=0.0000033ms, Time elapsed=0.001789s;
Time step 503500, Step size=0.0000043ms, Time elapsed=0.002151s;
Time step 538500, Step size=0.0000033ms, Time elapsed=0.001789s;
Time step 503600, Step size=0.0000043ms, Time elapsed=0.002151s;
Time step 538600, Step size=0.0000033ms, Time elapsed=0.001789s;
Time step 503700, Step size=0.0000043ms, Time elapsed=0.002152s;
Time step 538700, Step size=0.0000033ms, Time elapsed=0.001790s;
Time step 503800, Step size=0.0000043ms, Time elapsed=0.002152s;
Time step 538800, Step size=0.0000033ms, Time elapsed=0.001790s;
Time step 503900, Step size=0.0000043ms, Time elapsed=0.002152s;
Time step 538900, Step size=0.0000033ms, Time elapsed=0.001790s;
Time step 504000, Step size=0.0000043ms, Time elapsed=0.002153s;
Time step 539000, Step size=0.0000033ms, Time elapsed=0.001791s;
Time step 504100, Step size=0.0000043ms, Time elapsed=0.002153s;
Time step 539100, Step size=0.0000033ms, Time elapsed=0.001791s;
Time step 504200, Step size=0.0000043ms, Time elapsed=0.002154s;
Time step 539200, Step size=0.0000033ms, Time elapsed=0.001791s;
Time step 504300, Step size=0.0000043ms, Time elapsed=0.002154s;
Time step 539300, Step size=0.0000033ms, Time elapsed=0.001792s;
Time step 504400, Step size=0.0000043ms, Time elapsed=0.002155s;
Time step 539400, Step size=0.0000033ms, Time elapsed=0.001792s;
Time step 504500, Step size=0.0000043ms, Time elapsed=0.002155s;
Time step 539500, Step size=0.0000033ms, Time elapsed=0.001792s;
Time step 504600, Step size=0.0000043ms, Time elapsed=0.002155s;
Time step 539600, Step size=0.0000033ms, Time elapsed=0.001793s;
Time step 504700, Step size=0.0000043ms, Time elapsed=0.002156s;
Time step 539700, Step size=0.0000033ms, Time elapsed=0.001793s;
Time step 504800, Step size=0.0000043ms, Time elapsed=0.002156s;
Time step 539800, Step size=0.0000033ms, Time elapsed=0.001793s;
Time step 504900, Step size=0.0000043ms, Time elapsed=0.002157s;
Time step 539900, Step size=0.0000033ms, Time elapsed=0.001794s;
Time step 505000, Step size=0.0000043ms, Time elapsed=0.002157s;
Time step 540000, Step size=0.0000033ms, Time elapsed=0.001794s;
Time step 505100, Step size=0.0000043ms, Time elapsed=0.002158s;
Time step 540100, Step size=0.0000033ms, Time elapsed=0.001794s;
Time step 505200, Step size=0.0000043ms, Time elapsed=0.002158s;
Time step 540200, Step size=0.0000033ms, Time elapsed=0.001795s;
Time step 505300, Step size=0.0000043ms, Time elapsed=0.002158s;
Time step 540300, Step size=0.0000033ms, Time elapsed=0.001795s;
Time step 505400, Step size=0.0000043ms, Time elapsed=0.002159s;
Time step 540400, Step size=0.0000033ms, Time elapsed=0.001795s;
Time step 505500, Step size=0.0000043ms, Time elapsed=0.002159s;
Time step 540500, Step size=0.0000033ms, Time elapsed=0.001796s;
Time step 505600, Step size=0.0000043ms, Time elapsed=0.002160s;
Time step 540600, Step size=0.0000033ms, Time elapsed=0.001796s;
Time step 505700, Step size=0.0000043ms, Time elapsed=0.002160s;
Time step 540700, Step size=0.0000033ms, Time elapsed=0.001796s;
Time step 505800, Step size=0.0000043ms, Time elapsed=0.002161s;
Time step 540800, Step size=0.0000033ms, Time elapsed=0.001797s;
Time step 505900, Step size=0.0000043ms, Time elapsed=0.002161s;
Time step 540900, Step size=0.0000033ms, Time elapsed=0.001797s;
Time step 506000, Step size=0.0000043ms, Time elapsed=0.002161s;
Time step 541000, Step size=0.0000033ms, Time elapsed=0.001797s;
Time step 506100, Step size=0.0000043ms, Time elapsed=0.002162s;
Time step 541100, Step size=0.0000033ms, Time elapsed=0.001798s;
Time step 506200, Step size=0.0000043ms, Time elapsed=0.002162s;
Time step 541200, Step size=0.0000033ms, Time elapsed=0.001798s;
Time step 506300, Step size=0.0000043ms, Time elapsed=0.002163s;
Time step 541300, Step size=0.0000033ms, Time elapsed=0.001798s;
Time step 506400, Step size=0.0000043ms, Time elapsed=0.002163s;
Time step 541400, Step size=0.0000033ms, Time elapsed=0.001799s;
Time step 506500, Step size=0.0000043ms, Time elapsed=0.002164s;
Time step 541500, Step size=0.0000033ms, Time elapsed=0.001799s;
Time step 506600, Step size=0.0000043ms, Time elapsed=0.002164s;
Time step 541600, Step size=0.0000033ms, Time elapsed=0.001799s;
Time step 506700, Step size=0.0000043ms, Time elapsed=0.002164s;
Time step 541700, Step size=0.0000033ms, Time elapsed=0.001800s;
Time step 506800, Step size=0.0000043ms, Time elapsed=0.002165s;
Time step 541800, Step size=0.0000033ms, Time elapsed=0.001800s;
Time step 506900, Step size=0.0000043ms, Time elapsed=0.002165s;
Time step 541900, Step size=0.0000033ms, Time elapsed=0.001800s;
Time step 507000, Step size=0.0000043ms, Time elapsed=0.002166s;
Time step 542000, Step size=0.0000033ms, Time elapsed=0.001801s;
Time step 507100, Step size=0.0000043ms, Time elapsed=0.002166s;
Time step 542100, Step size=0.0000033ms, Time elapsed=0.001801s;
Time step 507200, Step size=0.0000043ms, Time elapsed=0.002167s;
Time step 542200, Step size=0.0000033ms, Time elapsed=0.001801s;
Time step 507300, Step size=0.0000043ms, Time elapsed=0.002167s;
Time step 542300, Step size=0.0000033ms, Time elapsed=0.001802s;
Time step 507400, Step size=0.0000043ms, Time elapsed=0.002167s;
Time step 542400, Step size=0.0000033ms, Time elapsed=0.001802s;
Time step 507500, Step size=0.0000043ms, Time elapsed=0.002168s;
Time step 542500, Step size=0.0000033ms, Time elapsed=0.001802s;
Time step 507600, Step size=0.0000043ms, Time elapsed=0.002168s;
Time step 542600, Step size=0.0000033ms, Time elapsed=0.001803s;
Time step 507700, Step size=0.0000043ms, Time elapsed=0.002169s;
Time step 542700, Step size=0.0000033ms, Time elapsed=0.001803s;
Time step 507800, Step size=0.0000043ms, Time elapsed=0.002169s;
Time step 542800, Step size=0.0000033ms, Time elapsed=0.001803s;
Time step 507900, Step size=0.0000043ms, Time elapsed=0.002170s;
Time step 542900, Step size=0.0000033ms, Time elapsed=0.001804s;
Time step 508000, Step size=0.0000043ms, Time elapsed=0.002170s;
Time step 543000, Step size=0.0000033ms, Time elapsed=0.001804s;
Time step 508100, Step size=0.0000043ms, Time elapsed=0.002170s;
Time step 543100, Step size=0.0000033ms, Time elapsed=0.001804s;
Time step 508200, Step size=0.0000043ms, Time elapsed=0.002171s;
Time step 543200, Step size=0.0000033ms, Time elapsed=0.001805s;
Time step 508300, Step size=0.0000043ms, Time elapsed=0.002171s;
Time step 543300, Step size=0.0000033ms, Time elapsed=0.001805s;
Time step 508400, Step size=0.0000043ms, Time elapsed=0.002172s;
Time step 543400, Step size=0.0000033ms, Time elapsed=0.001805s;
Time step 508500, Step size=0.0000043ms, Time elapsed=0.002172s;
Time step 543500, Step size=0.0000033ms, Time elapsed=0.001806s;
Time step 508600, Step size=0.0000043ms, Time elapsed=0.002173s;
Time step 543600, Step size=0.0000033ms, Time elapsed=0.001806s;
Time step 508700, Step size=0.0000043ms, Time elapsed=0.002173s;
Time step 543700, Step size=0.0000033ms, Time elapsed=0.001806s;
Time step 508800, Step size=0.0000043ms, Time elapsed=0.002173s;
Time step 543800, Step size=0.0000033ms, Time elapsed=0.001807s;
Time step 508900, Step size=0.0000043ms, Time elapsed=0.002174s;
Time step 543900, Step size=0.0000033ms, Time elapsed=0.001807s;
Time step 509000, Step size=0.0000043ms, Time elapsed=0.002174s;
Time step 544000, Step size=0.0000033ms, Time elapsed=0.001807s;
Time step 509100, Step size=0.0000043ms, Time elapsed=0.002175s;
Time step 544100, Step size=0.0000033ms, Time elapsed=0.001808s;
Time step 509200, Step size=0.0000043ms, Time elapsed=0.002175s;
Time step 544200, Step size=0.0000033ms, Time elapsed=0.001808s;
Time step 509300, Step size=0.0000043ms, Time elapsed=0.002175s;
Time step 544300, Step size=0.0000033ms, Time elapsed=0.001808s;
Time step 509400, Step size=0.0000043ms, Time elapsed=0.002176s;
Time step 544400, Step size=0.0000033ms, Time elapsed=0.001809s;
Time step 509500, Step size=0.0000043ms, Time elapsed=0.002176s;
Time step 544500, Step size=0.0000033ms, Time elapsed=0.001809s;
Time step 509600, Step size=0.0000043ms, Time elapsed=0.002177s;
Time step 544600, Step size=0.0000033ms, Time elapsed=0.001809s;
Time step 509700, Step size=0.0000043ms, Time elapsed=0.002177s;
Time step 544700, Step size=0.0000033ms, Time elapsed=0.001810s;
Time step 509800, Step size=0.0000043ms, Time elapsed=0.002178s;
Time step 544800, Step size=0.0000033ms, Time elapsed=0.001810s;
Time step 509900, Step size=0.0000043ms, Time elapsed=0.002178s;
Time step 544900, Step size=0.0000033ms, Time elapsed=0.001810s;
Time step 510000, Step size=0.0000043ms, Time elapsed=0.002178s;
Time step 545000, Step size=0.0000033ms, Time elapsed=0.001811s;
Time step 510100, Step size=0.0000043ms, Time elapsed=0.002179s;
Time step 545100, Step size=0.0000033ms, Time elapsed=0.001811s;
Time step 510200, Step size=0.0000043ms, Time elapsed=0.002179s;
Time step 545200, Step size=0.0000033ms, Time elapsed=0.001811s;
Time step 510300, Step size=0.0000043ms, Time elapsed=0.002180s;
Time step 545300, Step size=0.0000033ms, Time elapsed=0.001812s;
Time step 510400, Step size=0.0000043ms, Time elapsed=0.002180s;
Time step 545400, Step size=0.0000033ms, Time elapsed=0.001812s;
Time step 510500, Step size=0.0000043ms, Time elapsed=0.002181s;
Time step 545500, Step size=0.0000033ms, Time elapsed=0.001812s;
Time step 510600, Step size=0.0000043ms, Time elapsed=0.002181s;
Time step 545600, Step size=0.0000033ms, Time elapsed=0.001813s;
Time step 510700, Step size=0.0000043ms, Time elapsed=0.002181s;
Time step 545700, Step size=0.0000033ms, Time elapsed=0.001813s;
Time step 510800, Step size=0.0000043ms, Time elapsed=0.002182s;
Time step 545800, Step size=0.0000033ms, Time elapsed=0.001813s;
Time step 510900, Step size=0.0000043ms, Time elapsed=0.002182s;
Time step 545900, Step size=0.0000033ms, Time elapsed=0.001814s;
Time step 511000, Step size=0.0000043ms, Time elapsed=0.002183s;
Time step 546000, Step size=0.0000033ms, Time elapsed=0.001814s;
Time step 511100, Step size=0.0000043ms, Time elapsed=0.002183s;
Time step 546100, Step size=0.0000033ms, Time elapsed=0.001814s;
Time step 511200, Step size=0.0000043ms, Time elapsed=0.002184s;
Time step 546200, Step size=0.0000033ms, Time elapsed=0.001815s;
Time step 511300, Step size=0.0000043ms, Time elapsed=0.002184s;
