######################################################
#             2D Heat Conduction Solver              #
#              Created by J. Mark Epps               #
#          Part of Masters Thesis at UW 2018-2020    #
######################################################

Reading input file...
######################################################
#             2D Heat Conduction Solver              #
#              Created by J. Mark Epps               #
#          Part of Masters Thesis at UW 2018-2020    #
######################################################

Reading input file...
################################
Initializing geometry package...
################################
Initializing geometry package...
################################
Initializing MPI and solver...
################################
Initializing MPI and solver...
################################
Initializing domain...
################################
Initializing domain...
################################
Saving input file to output directory...
################################
Saving input file to output directory...
################################

Saving data to numpy array files...
################################

Saving data to numpy array files...
Solving:
Solving:
Time step 100, Step size=0.0000043ms, Time elapsed=0.000000s;
Time step 1032000, Step size=0.0000033ms, Time elapsed=0.003429s;
Time step 997300, Step size=0.0000043ms, Time elapsed=0.004260s;
Time step 1032100, Step size=0.0000033ms, Time elapsed=0.003429s;
Time step 997400, Step size=0.0000043ms, Time elapsed=0.004260s;
Time step 1032200, Step size=0.0000033ms, Time elapsed=0.003429s;
Time step 997500, Step size=0.0000043ms, Time elapsed=0.004261s;
Time step 1032300, Step size=0.0000033ms, Time elapsed=0.003430s;
Time step 997600, Step size=0.0000043ms, Time elapsed=0.004261s;
Time step 1032400, Step size=0.0000033ms, Time elapsed=0.003430s;
Time step 997700, Step size=0.0000043ms, Time elapsed=0.004262s;
Time step 1032500, Step size=0.0000033ms, Time elapsed=0.003430s;
Time step 997800, Step size=0.0000043ms, Time elapsed=0.004262s;
Time step 1032600, Step size=0.0000033ms, Time elapsed=0.003431s;
Time step 997900, Step size=0.0000043ms, Time elapsed=0.004263s;
Time step 1032700, Step size=0.0000033ms, Time elapsed=0.003431s;
Time step 998000, Step size=0.0000043ms, Time elapsed=0.004263s;
Time step 1032800, Step size=0.0000033ms, Time elapsed=0.003431s;
Time step 998100, Step size=0.0000043ms, Time elapsed=0.004263s;
Time step 1032900, Step size=0.0000033ms, Time elapsed=0.003432s;
Time step 998200, Step size=0.0000043ms, Time elapsed=0.004264s;
Time step 1033000, Step size=0.0000033ms, Time elapsed=0.003432s;
Time step 998300, Step size=0.0000043ms, Time elapsed=0.004264s;
Time step 1033100, Step size=0.0000033ms, Time elapsed=0.003432s;
Time step 998400, Step size=0.0000043ms, Time elapsed=0.004265s;
Time step 1033200, Step size=0.0000033ms, Time elapsed=0.003433s;
Time step 998500, Step size=0.0000043ms, Time elapsed=0.004265s;
Time step 1033300, Step size=0.0000033ms, Time elapsed=0.003433s;
Time step 998600, Step size=0.0000043ms, Time elapsed=0.004266s;
Time step 1033400, Step size=0.0000033ms, Time elapsed=0.003433s;
Time step 998700, Step size=0.0000043ms, Time elapsed=0.004266s;
Time step 1033500, Step size=0.0000033ms, Time elapsed=0.003434s;
Time step 998800, Step size=0.0000043ms, Time elapsed=0.004266s;
Time step 1033600, Step size=0.0000033ms, Time elapsed=0.003434s;
Time step 998900, Step size=0.0000043ms, Time elapsed=0.004267s;
Time step 1033700, Step size=0.0000033ms, Time elapsed=0.003434s;
Time step 999000, Step size=0.0000043ms, Time elapsed=0.004267s;
Time step 1033800, Step size=0.0000033ms, Time elapsed=0.003435s;
Time step 999100, Step size=0.0000043ms, Time elapsed=0.004268s;
Time step 1033900, Step size=0.0000033ms, Time elapsed=0.003435s;
Time step 999200, Step size=0.0000043ms, Time elapsed=0.004268s;
Time step 1034000, Step size=0.0000033ms, Time elapsed=0.003435s;
Time step 999300, Step size=0.0000043ms, Time elapsed=0.004269s;
Time step 1034100, Step size=0.0000033ms, Time elapsed=0.003436s;
Time step 999400, Step size=0.0000043ms, Time elapsed=0.004269s;
Time step 1034200, Step size=0.0000033ms, Time elapsed=0.003436s;
Time step 999500, Step size=0.0000043ms, Time elapsed=0.004269s;
Time step 1034300, Step size=0.0000033ms, Time elapsed=0.003436s;
Time step 999600, Step size=0.0000043ms, Time elapsed=0.004270s;
Time step 1034400, Step size=0.0000033ms, Time elapsed=0.003437s;
Time step 999700, Step size=0.0000043ms, Time elapsed=0.004270s;
Time step 1034500, Step size=0.0000033ms, Time elapsed=0.003437s;
Time step 999800, Step size=0.0000043ms, Time elapsed=0.004271s;
Time step 1034600, Step size=0.0000033ms, Time elapsed=0.003437s;
Time step 999900, Step size=0.0000043ms, Time elapsed=0.004271s;
Time step 1034700, Step size=0.0000033ms, Time elapsed=0.003438s;
Time step 1000000, Step size=0.0000043ms, Time elapsed=0.004272s;
Time step 1034800, Step size=0.0000033ms, Time elapsed=0.003438s;
Time step 1000100, Step size=0.0000043ms, Time elapsed=0.004272s;
Time step 1034900, Step size=0.0000033ms, Time elapsed=0.003438s;
Time step 1000200, Step size=0.0000043ms, Time elapsed=0.004272s;
Time step 1035000, Step size=0.0000033ms, Time elapsed=0.003439s;
Time step 1000300, Step size=0.0000043ms, Time elapsed=0.004273s;
Time step 1035100, Step size=0.0000033ms, Time elapsed=0.003439s;
Time step 1000400, Step size=0.0000043ms, Time elapsed=0.004273s;
Time step 1035200, Step size=0.0000033ms, Time elapsed=0.003439s;
Time step 1000500, Step size=0.0000043ms, Time elapsed=0.004274s;
Time step 1035300, Step size=0.0000033ms, Time elapsed=0.003440s;
Time step 1000600, Step size=0.0000043ms, Time elapsed=0.004274s;
Time step 1035400, Step size=0.0000033ms, Time elapsed=0.003440s;
Time step 1000700, Step size=0.0000043ms, Time elapsed=0.004275s;
Time step 1035500, Step size=0.0000033ms, Time elapsed=0.003440s;
Time step 1000800, Step size=0.0000043ms, Time elapsed=0.004275s;
Time step 1035600, Step size=0.0000033ms, Time elapsed=0.003441s;
Time step 1000900, Step size=0.0000043ms, Time elapsed=0.004275s;
Time step 1035700, Step size=0.0000033ms, Time elapsed=0.003441s;
Time step 1001000, Step size=0.0000043ms, Time elapsed=0.004276s;
Time step 1035800, Step size=0.0000033ms, Time elapsed=0.003441s;
Time step 1001100, Step size=0.0000043ms, Time elapsed=0.004276s;
Time step 1035900, Step size=0.0000033ms, Time elapsed=0.003442s;
Time step 1001200, Step size=0.0000043ms, Time elapsed=0.004277s;
Time step 1036000, Step size=0.0000033ms, Time elapsed=0.003442s;
Time step 1001300, Step size=0.0000043ms, Time elapsed=0.004277s;
Time step 1036100, Step size=0.0000033ms, Time elapsed=0.003442s;
Time step 1001400, Step size=0.0000043ms, Time elapsed=0.004278s;
Time step 1036200, Step size=0.0000033ms, Time elapsed=0.003443s;
Time step 1001500, Step size=0.0000043ms, Time elapsed=0.004278s;
Time step 1036300, Step size=0.0000033ms, Time elapsed=0.003443s;
Time step 1001600, Step size=0.0000043ms, Time elapsed=0.004278s;
Time step 1036400, Step size=0.0000033ms, Time elapsed=0.003443s;
Time step 1001700, Step size=0.0000043ms, Time elapsed=0.004279s;
Time step 1036500, Step size=0.0000033ms, Time elapsed=0.003444s;
Time step 1001800, Step size=0.0000043ms, Time elapsed=0.004279s;
Time step 1036600, Step size=0.0000033ms, Time elapsed=0.003444s;
Time step 1001900, Step size=0.0000043ms, Time elapsed=0.004280s;
Time step 1036700, Step size=0.0000033ms, Time elapsed=0.003444s;
Time step 1002000, Step size=0.0000043ms, Time elapsed=0.004280s;
Time step 1036800, Step size=0.0000033ms, Time elapsed=0.003445s;
Time step 1002100, Step size=0.0000043ms, Time elapsed=0.004280s;
Time step 1036900, Step size=0.0000033ms, Time elapsed=0.003445s;
Time step 1002200, Step size=0.0000043ms, Time elapsed=0.004281s;
Time step 1037000, Step size=0.0000033ms, Time elapsed=0.003445s;
Time step 1002300, Step size=0.0000043ms, Time elapsed=0.004281s;
Time step 1037100, Step size=0.0000033ms, Time elapsed=0.003446s;
Time step 1002400, Step size=0.0000043ms, Time elapsed=0.004282s;
Time step 1037200, Step size=0.0000033ms, Time elapsed=0.003446s;
Time step 1002500, Step size=0.0000043ms, Time elapsed=0.004282s;
Time step 1037300, Step size=0.0000033ms, Time elapsed=0.003446s;
Time step 1002600, Step size=0.0000043ms, Time elapsed=0.004283s;
Time step 1037400, Step size=0.0000033ms, Time elapsed=0.003447s;
Time step 1002700, Step size=0.0000043ms, Time elapsed=0.004283s;
Time step 1037500, Step size=0.0000033ms, Time elapsed=0.003447s;
Time step 1002800, Step size=0.0000043ms, Time elapsed=0.004283s;
Time step 1037600, Step size=0.0000033ms, Time elapsed=0.003447s;
Time step 1002900, Step size=0.0000043ms, Time elapsed=0.004284s;
Time step 1037700, Step size=0.0000033ms, Time elapsed=0.003448s;
Time step 1003000, Step size=0.0000043ms, Time elapsed=0.004284s;
Time step 1037800, Step size=0.0000033ms, Time elapsed=0.003448s;
Time step 1003100, Step size=0.0000043ms, Time elapsed=0.004285s;
Time step 1037900, Step size=0.0000033ms, Time elapsed=0.003448s;
Time step 1003200, Step size=0.0000043ms, Time elapsed=0.004285s;
Time step 1038000, Step size=0.0000033ms, Time elapsed=0.003449s;
Time step 1003300, Step size=0.0000043ms, Time elapsed=0.004286s;
Time step 1038100, Step size=0.0000033ms, Time elapsed=0.003449s;
Time step 1003400, Step size=0.0000043ms, Time elapsed=0.004286s;
Time step 1038200, Step size=0.0000033ms, Time elapsed=0.003449s;
Time step 1003500, Step size=0.0000043ms, Time elapsed=0.004286s;
Time step 1038300, Step size=0.0000033ms, Time elapsed=0.003450s;
Time step 1003600, Step size=0.0000043ms, Time elapsed=0.004287s;
Time step 1038400, Step size=0.0000033ms, Time elapsed=0.003450s;
Time step 1003700, Step size=0.0000043ms, Time elapsed=0.004287s;
Time step 1038500, Step size=0.0000033ms, Time elapsed=0.003450s;
Time step 1003800, Step size=0.0000043ms, Time elapsed=0.004288s;
Time step 1038600, Step size=0.0000033ms, Time elapsed=0.003451s;
Time step 1003900, Step size=0.0000043ms, Time elapsed=0.004288s;
Time step 1038700, Step size=0.0000033ms, Time elapsed=0.003451s;
Time step 1004000, Step size=0.0000043ms, Time elapsed=0.004289s;
Time step 1038800, Step size=0.0000033ms, Time elapsed=0.003451s;
Time step 1004100, Step size=0.0000043ms, Time elapsed=0.004289s;
Time step 1038900, Step size=0.0000033ms, Time elapsed=0.003452s;
Time step 1039000, Step size=0.0000033ms, Time elapsed=0.003452s;
Time step 1004200, Step size=0.0000043ms, Time elapsed=0.004289s;
Time step 1039100, Step size=0.0000033ms, Time elapsed=0.003452s;
Time step 1004300, Step size=0.0000043ms, Time elapsed=0.004290s;
Time step 1039200, Step size=0.0000033ms, Time elapsed=0.003453s;
Time step 1004400, Step size=0.0000043ms, Time elapsed=0.004290s;
Time step 1039300, Step size=0.0000033ms, Time elapsed=0.003453s;
Time step 1004500, Step size=0.0000043ms, Time elapsed=0.004291s;
Time step 1039400, Step size=0.0000033ms, Time elapsed=0.003453s;
Time step 1004600, Step size=0.0000043ms, Time elapsed=0.004291s;
Time step 1039500, Step size=0.0000033ms, Time elapsed=0.003454s;
Time step 1004700, Step size=0.0000043ms, Time elapsed=0.004292s;
Time step 1039600, Step size=0.0000033ms, Time elapsed=0.003454s;
Time step 1004800, Step size=0.0000043ms, Time elapsed=0.004292s;
Time step 1039700, Step size=0.0000033ms, Time elapsed=0.003454s;
Time step 1004900, Step size=0.0000043ms, Time elapsed=0.004292s;
Time step 1039800, Step size=0.0000033ms, Time elapsed=0.003455s;
Time step 1005000, Step size=0.0000043ms, Time elapsed=0.004293s;
Time step 1039900, Step size=0.0000033ms, Time elapsed=0.003455s;
Time step 1005100, Step size=0.0000043ms, Time elapsed=0.004293s;
Time step 1040000, Step size=0.0000033ms, Time elapsed=0.003455s;
Time step 1005200, Step size=0.0000043ms, Time elapsed=0.004294s;
Time step 1040100, Step size=0.0000033ms, Time elapsed=0.003456s;
Time step 1005300, Step size=0.0000043ms, Time elapsed=0.004294s;
Time step 1040200, Step size=0.0000033ms, Time elapsed=0.003456s;
Time step 1005400, Step size=0.0000043ms, Time elapsed=0.004295s;
Time step 1040300, Step size=0.0000033ms, Time elapsed=0.003456s;
Time step 1005500, Step size=0.0000043ms, Time elapsed=0.004295s;
Time step 1040400, Step size=0.0000033ms, Time elapsed=0.003457s;
Time step 1005600, Step size=0.0000043ms, Time elapsed=0.004295s;
Time step 1040500, Step size=0.0000033ms, Time elapsed=0.003457s;
Time step 1005700, Step size=0.0000043ms, Time elapsed=0.004296s;
Time step 1040600, Step size=0.0000033ms, Time elapsed=0.003457s;
Time step 1005800, Step size=0.0000043ms, Time elapsed=0.004296s;
Time step 1040700, Step size=0.0000033ms, Time elapsed=0.003458s;
Time step 1005900, Step size=0.0000043ms, Time elapsed=0.004297s;
Time step 1040800, Step size=0.0000033ms, Time elapsed=0.003458s;
Time step 1006000, Step size=0.0000043ms, Time elapsed=0.004297s;
Time step 1040900, Step size=0.0000033ms, Time elapsed=0.003458s;
Time step 1006100, Step size=0.0000043ms, Time elapsed=0.004298s;
Time step 1041000, Step size=0.0000033ms, Time elapsed=0.003459s;
Time step 1006200, Step size=0.0000043ms, Time elapsed=0.004298s;
Time step 1041100, Step size=0.0000033ms, Time elapsed=0.003459s;
Time step 1006300, Step size=0.0000043ms, Time elapsed=0.004298s;
Time step 1041200, Step size=0.0000033ms, Time elapsed=0.003459s;
Time step 1006400, Step size=0.0000043ms, Time elapsed=0.004299s;
Time step 1041300, Step size=0.0000033ms, Time elapsed=0.003460s;
Time step 1006500, Step size=0.0000043ms, Time elapsed=0.004299s;
Time step 1041400, Step size=0.0000033ms, Time elapsed=0.003460s;
Time step 1006600, Step size=0.0000043ms, Time elapsed=0.004300s;
Time step 1041500, Step size=0.0000033ms, Time elapsed=0.003460s;
Time step 1006700, Step size=0.0000043ms, Time elapsed=0.004300s;
Time step 1041600, Step size=0.0000033ms, Time elapsed=0.003461s;
Time step 1006800, Step size=0.0000043ms, Time elapsed=0.004301s;
Time step 1041700, Step size=0.0000033ms, Time elapsed=0.003461s;
Time step 1006900, Step size=0.0000043ms, Time elapsed=0.004301s;
Time step 1041800, Step size=0.0000033ms, Time elapsed=0.003461s;
Time step 1007000, Step size=0.0000043ms, Time elapsed=0.004301s;
Time step 1041900, Step size=0.0000033ms, Time elapsed=0.003462s;
Time step 1007100, Step size=0.0000043ms, Time elapsed=0.004302s;
Time step 1042000, Step size=0.0000033ms, Time elapsed=0.003462s;
Time step 1007200, Step size=0.0000043ms, Time elapsed=0.004302s;
Time step 1042100, Step size=0.0000033ms, Time elapsed=0.003462s;
Time step 1007300, Step size=0.0000043ms, Time elapsed=0.004303s;
Time step 1042200, Step size=0.0000033ms, Time elapsed=0.003463s;
Time step 1007400, Step size=0.0000043ms, Time elapsed=0.004303s;
Time step 1042300, Step size=0.0000033ms, Time elapsed=0.003463s;
Time step 1007500, Step size=0.0000043ms, Time elapsed=0.004304s;
Time step 1042400, Step size=0.0000033ms, Time elapsed=0.003463s;
Time step 1007600, Step size=0.0000043ms, Time elapsed=0.004304s;
Time step 1042500, Step size=0.0000033ms, Time elapsed=0.003464s;
Time step 1007700, Step size=0.0000043ms, Time elapsed=0.004304s;
Time step 1042600, Step size=0.0000033ms, Time elapsed=0.003464s;
Time step 1007800, Step size=0.0000043ms, Time elapsed=0.004305s;
Time step 1042700, Step size=0.0000033ms, Time elapsed=0.003464s;
Time step 1007900, Step size=0.0000043ms, Time elapsed=0.004305s;
Time step 1042800, Step size=0.0000033ms, Time elapsed=0.003465s;
Time step 1008000, Step size=0.0000043ms, Time elapsed=0.004306s;
Time step 1042900, Step size=0.0000033ms, Time elapsed=0.003465s;
Time step 1008100, Step size=0.0000043ms, Time elapsed=0.004306s;
Time step 1043000, Step size=0.0000033ms, Time elapsed=0.003465s;
Time step 1008200, Step size=0.0000043ms, Time elapsed=0.004307s;
Time step 1043100, Step size=0.0000033ms, Time elapsed=0.003466s;
Time step 1008300, Step size=0.0000043ms, Time elapsed=0.004307s;
Time step 1043200, Step size=0.0000033ms, Time elapsed=0.003466s;
Time step 1008400, Step size=0.0000043ms, Time elapsed=0.004307s;
Time step 1043300, Step size=0.0000033ms, Time elapsed=0.003466s;
Time step 1008500, Step size=0.0000043ms, Time elapsed=0.004308s;
Time step 1043400, Step size=0.0000033ms, Time elapsed=0.003467s;
Time step 1008600, Step size=0.0000043ms, Time elapsed=0.004308s;
Time step 1043500, Step size=0.0000033ms, Time elapsed=0.003467s;
Time step 1008700, Step size=0.0000043ms, Time elapsed=0.004309s;
Time step 1043600, Step size=0.0000033ms, Time elapsed=0.003467s;
Time step 1008800, Step size=0.0000043ms, Time elapsed=0.004309s;
Time step 1043700, Step size=0.0000033ms, Time elapsed=0.003468s;
Time step 1008900, Step size=0.0000043ms, Time elapsed=0.004310s;
Time step 1043800, Step size=0.0000033ms, Time elapsed=0.003468s;
Time step 1009000, Step size=0.0000043ms, Time elapsed=0.004310s;
Time step 1043900, Step size=0.0000033ms, Time elapsed=0.003468s;
Time step 1009100, Step size=0.0000043ms, Time elapsed=0.004310s;
Time step 1044000, Step size=0.0000033ms, Time elapsed=0.003469s;
Time step 1009200, Step size=0.0000043ms, Time elapsed=0.004311s;
Time step 1044100, Step size=0.0000033ms, Time elapsed=0.003469s;
Time step 1009300, Step size=0.0000043ms, Time elapsed=0.004311s;
Time step 1044200, Step size=0.0000033ms, Time elapsed=0.003469s;
Time step 1009400, Step size=0.0000043ms, Time elapsed=0.004312s;
Time step 1044300, Step size=0.0000033ms, Time elapsed=0.003470s;
Time step 1009500, Step size=0.0000043ms, Time elapsed=0.004312s;
Time step 1044400, Step size=0.0000033ms, Time elapsed=0.003470s;
Time step 1009600, Step size=0.0000043ms, Time elapsed=0.004313s;
Time step 1044500, Step size=0.0000033ms, Time elapsed=0.003470s;
Time step 1009700, Step size=0.0000043ms, Time elapsed=0.004313s;
Time step 1044600, Step size=0.0000033ms, Time elapsed=0.003471s;
Time step 1009800, Step size=0.0000043ms, Time elapsed=0.004313s;
Time step 1044700, Step size=0.0000033ms, Time elapsed=0.003471s;
Time step 1009900, Step size=0.0000043ms, Time elapsed=0.004314s;
Time step 1044800, Step size=0.0000033ms, Time elapsed=0.003471s;
Time step 1010000, Step size=0.0000043ms, Time elapsed=0.004314s;
Time step 1044900, Step size=0.0000033ms, Time elapsed=0.003472s;
Time step 1010100, Step size=0.0000043ms, Time elapsed=0.004315s;
Time step 1045000, Step size=0.0000033ms, Time elapsed=0.003472s;
Time step 1010200, Step size=0.0000043ms, Time elapsed=0.004315s;
Time step 1045100, Step size=0.0000033ms, Time elapsed=0.003472s;
Time step 1010300, Step size=0.0000043ms, Time elapsed=0.004316s;
Time step 1045200, Step size=0.0000033ms, Time elapsed=0.003473s;
Time step 1010400, Step size=0.0000043ms, Time elapsed=0.004316s;
Time step 1045300, Step size=0.0000033ms, Time elapsed=0.003473s;
Time step 1010500, Step size=0.0000043ms, Time elapsed=0.004316s;
Time step 1045400, Step size=0.0000033ms, Time elapsed=0.003473s;
Time step 1010600, Step size=0.0000043ms, Time elapsed=0.004317s;
Time step 1045500, Step size=0.0000033ms, Time elapsed=0.003474s;
Time step 1010700, Step size=0.0000043ms, Time elapsed=0.004317s;
Time step 1045600, Step size=0.0000033ms, Time elapsed=0.003474s;
Time step 1010800, Step size=0.0000043ms, Time elapsed=0.004318s;
Time step 1045700, Step size=0.0000033ms, Time elapsed=0.003474s;
Time step 1010900, Step size=0.0000043ms, Time elapsed=0.004318s;
Time step 1045800, Step size=0.0000033ms, Time elapsed=0.003475s;
Time step 1011000, Step size=0.0000043ms, Time elapsed=0.004319s;
Time step 1045900, Step size=0.0000033ms, Time elapsed=0.003475s;
Time step 1011100, Step size=0.0000043ms, Time elapsed=0.004319s;
Time step 1046000, Step size=0.0000033ms, Time elapsed=0.003475s;
Time step 1011200, Step size=0.0000043ms, Time elapsed=0.004319s;
Time step 1046100, Step size=0.0000033ms, Time elapsed=0.003476s;
Time step 1011300, Step size=0.0000043ms, Time elapsed=0.004320s;
Time step 1046200, Step size=0.0000033ms, Time elapsed=0.003476s;
Time step 1011400, Step size=0.0000043ms, Time elapsed=0.004320s;
Time step 1046300, Step size=0.0000033ms, Time elapsed=0.003476s;
Time step 1011500, Step size=0.0000043ms, Time elapsed=0.004321s;
Time step 1046400, Step size=0.0000033ms, Time elapsed=0.003477s;
Time step 1011600, Step size=0.0000043ms, Time elapsed=0.004321s;
Time step 1046500, Step size=0.0000033ms, Time elapsed=0.003477s;
Time step 1011700, Step size=0.0000043ms, Time elapsed=0.004322s;
Time step 1046600, Step size=0.0000033ms, Time elapsed=0.003477s;
Time step 1011800, Step size=0.0000043ms, Time elapsed=0.004322s;
Time step 1046700, Step size=0.0000033ms, Time elapsed=0.003478s;
Time step 1011900, Step size=0.0000043ms, Time elapsed=0.004322s;
Time step 1046800, Step size=0.0000033ms, Time elapsed=0.003478s;
Time step 1012000, Step size=0.0000043ms, Time elapsed=0.004323s;
Time step 1046900, Step size=0.0000033ms, Time elapsed=0.003478s;
Time step 1012100, Step size=0.0000043ms, Time elapsed=0.004323s;
Time step 1047000, Step size=0.0000033ms, Time elapsed=0.003479s;
Time step 1012200, Step size=0.0000043ms, Time elapsed=0.004324s;
Time step 1047100, Step size=0.0000033ms, Time elapsed=0.003479s;
Time step 1012300, Step size=0.0000043ms, Time elapsed=0.004324s;
Time step 1047200, Step size=0.0000033ms, Time elapsed=0.003479s;
Time step 1012400, Step size=0.0000043ms, Time elapsed=0.004324s;
Time step 1047300, Step size=0.0000033ms, Time elapsed=0.003480s;
Time step 1012500, Step size=0.0000043ms, Time elapsed=0.004325s;
Time step 1047400, Step size=0.0000033ms, Time elapsed=0.003480s;
Time step 1012600, Step size=0.0000043ms, Time elapsed=0.004325s;
Time step 1047500, Step size=0.0000033ms, Time elapsed=0.003480s;
Time step 1012700, Step size=0.0000043ms, Time elapsed=0.004326s;
Time step 1047600, Step size=0.0000033ms, Time elapsed=0.003481s;
Time step 1012800, Step size=0.0000043ms, Time elapsed=0.004326s;
Time step 1047700, Step size=0.0000033ms, Time elapsed=0.003481s;
Time step 1012900, Step size=0.0000043ms, Time elapsed=0.004327s;
Time step 1047800, Step size=0.0000033ms, Time elapsed=0.003481s;
Time step 1013000, Step size=0.0000043ms, Time elapsed=0.004327s;
Time step 1047900, Step size=0.0000033ms, Time elapsed=0.003482s;
Time step 1013100, Step size=0.0000043ms, Time elapsed=0.004327s;
Time step 1048000, Step size=0.0000033ms, Time elapsed=0.003482s;
Time step 1013200, Step size=0.0000043ms, Time elapsed=0.004328s;
Time step 1048100, Step size=0.0000033ms, Time elapsed=0.003482s;
Time step 1013300, Step size=0.0000043ms, Time elapsed=0.004328s;
Time step 1048200, Step size=0.0000033ms, Time elapsed=0.003483s;
Time step 1013400, Step size=0.0000043ms, Time elapsed=0.004329s;
Time step 1048300, Step size=0.0000033ms, Time elapsed=0.003483s;
Time step 1013500, Step size=0.0000043ms, Time elapsed=0.004329s;
Time step 1048400, Step size=0.0000033ms, Time elapsed=0.003483s;
Time step 1013600, Step size=0.0000043ms, Time elapsed=0.004330s;
Time step 1048500, Step size=0.0000033ms, Time elapsed=0.003484s;
Time step 1013700, Step size=0.0000043ms, Time elapsed=0.004330s;
Time step 1048600, Step size=0.0000033ms, Time elapsed=0.003484s;
Time step 1013800, Step size=0.0000043ms, Time elapsed=0.004330s;
Time step 1048700, Step size=0.0000033ms, Time elapsed=0.003484s;
Time step 1013900, Step size=0.0000043ms, Time elapsed=0.004331s;
Time step 1048800, Step size=0.0000033ms, Time elapsed=0.003485s;
Time step 1014000, Step size=0.0000043ms, Time elapsed=0.004331s;
Time step 1048900, Step size=0.0000033ms, Time elapsed=0.003485s;
Time step 1014100, Step size=0.0000043ms, Time elapsed=0.004332s;
Time step 1049000, Step size=0.0000033ms, Time elapsed=0.003485s;
Time step 1014200, Step size=0.0000043ms, Time elapsed=0.004332s;
Time step 1049100, Step size=0.0000033ms, Time elapsed=0.003486s;
Time step 1014300, Step size=0.0000043ms, Time elapsed=0.004333s;
Time step 1049200, Step size=0.0000033ms, Time elapsed=0.003486s;
Time step 1014400, Step size=0.0000043ms, Time elapsed=0.004333s;
Time step 1049300, Step size=0.0000033ms, Time elapsed=0.003486s;
Time step 1014500, Step size=0.0000043ms, Time elapsed=0.004333s;
Time step 1049400, Step size=0.0000033ms, Time elapsed=0.003487s;
Time step 1014600, Step size=0.0000043ms, Time elapsed=0.004334s;
Time step 1049500, Step size=0.0000033ms, Time elapsed=0.003487s;
Time step 1014700, Step size=0.0000043ms, Time elapsed=0.004334s;
Time step 1049600, Step size=0.0000033ms, Time elapsed=0.003487s;
Time step 1014800, Step size=0.0000043ms, Time elapsed=0.004335s;
Time step 1049700, Step size=0.0000033ms, Time elapsed=0.003488s;
Time step 1014900, Step size=0.0000043ms, Time elapsed=0.004335s;
Time step 1049800, Step size=0.0000033ms, Time elapsed=0.003488s;
Time step 1015000, Step size=0.0000043ms, Time elapsed=0.004336s;
Time step 1049900, Step size=0.0000033ms, Time elapsed=0.003488s;
Time step 1015100, Step size=0.0000043ms, Time elapsed=0.004336s;
Time step 1050000, Step size=0.0000033ms, Time elapsed=0.003489s;
Time step 1015200, Step size=0.0000043ms, Time elapsed=0.004336s;
Time step 1050100, Step size=0.0000033ms, Time elapsed=0.003489s;
Time step 1015300, Step size=0.0000043ms, Time elapsed=0.004337s;
Time step 1050200, Step size=0.0000033ms, Time elapsed=0.003489s;
Time step 1015400, Step size=0.0000043ms, Time elapsed=0.004337s;
Time step 1050300, Step size=0.0000033ms, Time elapsed=0.003490s;
Time step 1015500, Step size=0.0000043ms, Time elapsed=0.004338s;
Time step 1050400, Step size=0.0000033ms, Time elapsed=0.003490s;
Time step 1015600, Step size=0.0000043ms, Time elapsed=0.004338s;
Time step 1050500, Step size=0.0000033ms, Time elapsed=0.003490s;
Time step 1015700, Step size=0.0000043ms, Time elapsed=0.004339s;
Time step 1050600, Step size=0.0000033ms, Time elapsed=0.003491s;
Time step 1015800, Step size=0.0000043ms, Time elapsed=0.004339s;
Time step 1050700, Step size=0.0000033ms, Time elapsed=0.003491s;
Time step 1015900, Step size=0.0000043ms, Time elapsed=0.004339s;
Time step 1050800, Step size=0.0000033ms, Time elapsed=0.003491s;
Time step 1016000, Step size=0.0000043ms, Time elapsed=0.004340s;
Time step 1050900, Step size=0.0000033ms, Time elapsed=0.003492s;
Time step 1016100, Step size=0.0000043ms, Time elapsed=0.004340s;
Time step 1051000, Step size=0.0000033ms, Time elapsed=0.003492s;
Time step 1016200, Step size=0.0000043ms, Time elapsed=0.004341s;
Time step 1051100, Step size=0.0000033ms, Time elapsed=0.003492s;
Time step 1016300, Step size=0.0000043ms, Time elapsed=0.004341s;
Time step 1051200, Step size=0.0000033ms, Time elapsed=0.003493s;
Time step 1016400, Step size=0.0000043ms, Time elapsed=0.004342s;
Time step 1051300, Step size=0.0000033ms, Time elapsed=0.003493s;
Time step 1016500, Step size=0.0000043ms, Time elapsed=0.004342s;
Time step 1051400, Step size=0.0000033ms, Time elapsed=0.003493s;
Time step 1016600, Step size=0.0000043ms, Time elapsed=0.004342s;
Time step 1051500, Step size=0.0000033ms, Time elapsed=0.003494s;
Time step 1016700, Step size=0.0000043ms, Time elapsed=0.004343s;
Time step 1051600, Step size=0.0000033ms, Time elapsed=0.003494s;
Time step 1016800, Step size=0.0000043ms, Time elapsed=0.004343s;
Time step 1051700, Step size=0.0000033ms, Time elapsed=0.003494s;
Time step 1016900, Step size=0.0000043ms, Time elapsed=0.004344s;
Time step 1051800, Step size=0.0000033ms, Time elapsed=0.003495s;
Time step 1017000, Step size=0.0000043ms, Time elapsed=0.004344s;
Time step 1051900, Step size=0.0000033ms, Time elapsed=0.003495s;
Time step 1017100, Step size=0.0000043ms, Time elapsed=0.004345s;
Time step 1052000, Step size=0.0000033ms, Time elapsed=0.003495s;
Time step 1017200, Step size=0.0000043ms, Time elapsed=0.004345s;
Time step 1052100, Step size=0.0000033ms, Time elapsed=0.003496s;
